id,relbase_code,relbase_name,official_sku,product_id,match_type,confidence_level,mapping_notes,total_sales,first_seen_date,last_seen_date,inferred_category,inferred_variant,is_service_item,is_legacy_code,needs_manual_review,created_at,updated_at,description,product_id_relbase,url_image
1,BAKC_U20010,,BAKC_U20010,12,exact,high,,242,,,,,False,False,False,2025-10-21 17:32:59.423269,2025-10-25 21:06:29.700440,,5054622,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/5054622/images/small_thumb_BARRA_KETO_DP_5_UDS_CUADRADA.jpg?X-Amz-Expires=3600&X-Amz-Date=20251020T220908Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=a3103de6d605742d2fc5243ef53b82c02fe6046c42d2804fe28fdcbe2316d9f7
10,BACM_U20010,,BACM_U20010,9,exact,high,,175,,,,,False,False,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,5054593,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/5054593/images/small_thumb_BARRA_CACAO_DP_5_UDS__CUADRADA.jpg?X-Amz-Expires=3600&X-Amz-Date=20251020T222933Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=c11074545e588391914932d21fb112208c61595689765d5677a95045b40a84d9
19,CRCU_U13510,,CRCU_U13510,29,exact,high,,71,,,,,False,False,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,5054898,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/5054898/images/small_thumb_CRACKER_C%C3%9ARCUMA_CUADRADA.jpg?X-Amz-Expires=3600&X-Amz-Date=20251020T222941Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=b778d212e638953361dc31308402290de34bfd8087858fc5f553cd48b48122b5
29,KSMC_U15010,,KSMC_U15010,34,exact,high,,1,,,,,False,False,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,7214742,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/7214742/images/small_thumb_keeper_5_unidades.png?X-Amz-Expires=3600&X-Amz-Date=20251020T222949Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=f27dd666f90cd5391c6aa6019896bf767ca113af29203fa1e0dbca4e984bb956
16,BAMC_U20010,,BAMC_U20010,20,exact,high,,131,,,,,False,False,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,5054607,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/5054607/images/small_thumb_BARRA_MANZANA_DP_5_UDS_CUADRADA.jpg?X-Amz-Expires=3600&X-Amz-Date=20251020T223401Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=1bdb582d48cca338de27233406e112b802cacdf673c4cfff59b769766c20d546
30,KSMC_U54010,,KSMC_U54010,35,exact,high,,7,,,,,False,False,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,7214745,
335,CRSM_U25020,Crackers Keto Sal de Mar x 10,CRSM_U25010,24,name_fuzzy,high,Fuzzy match: Crackers Sal de Mar → Crackers Keto Sal de Mar (100%),166,,,,,False,False,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,6544640,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/6544640/images/small_thumb_captura_de_pantalla_2025-03-14_a_la_s__9.54.56_a.m..png?X-Amz-Expires=3600&X-Amz-Date=20251020T220912Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=962270c6ac9b9b4818c7848082269b110266f6ca9b35f1024f42004b71debcb3
146,ANU-C-GC-756818,Granola Cacao20250314201500.392133,MLC2930070644,116,description_fuzzy,high,Fuzzy match: Granola Cacao → Granola Grana Cacao 260 G Bolsa Semillas (100%),153,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,1311351,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/1311351/images/small_thumb_Grana-Cacao-frente-1080.jpg?X-Amz-Expires=3600&X-Amz-Date=20251020T225417Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=35c0ad1a96f55920055a1449bfc35850743de372dd71c0fd7a407074e28d03f3
147,ANU-C-GC-795320,Granola Clásica20250314201500.509831,GRA-250-001,2,description_fuzzy,high,Fuzzy match: Granola → Granola 250g (100%),144,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,1311141,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/1311141/images/small_thumb_Grana-Clasico-frente-1080-copia.jpg?X-Amz-Expires=3600&X-Amz-Date=20251020T225417Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=932f14d79cc9fe88df27bd9eb2beba6a5401dd8c8f39506446890493dc571d32
143,ANU-C-GB-166690,Granola Berries20250314201500.296166,ML-MLC2978641268,41,description_fuzzy,high,"Fuzzy match: Granola Berries → Granola Grana Low Carb Berries Y Semillas, Vegana, Sin Aceit (100%)",121,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,1311352,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/1311352/images/small_thumb_1.jpg?X-Amz-Expires=3600&X-Amz-Date=20251020T225417Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=b19c34fda2c5c3a1f4f2eb8cebb6cf01e6e0a323a046f8fffc770406b689a1d0
244,ANU-IGUAZÚ_BAmanzana16ud,Barrita Manzana Display 16 uds20250314201457.388395,,,no_match,none,,3,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4039933,
105,ANU-B-BU-448140,BARRITAS UNIDAD20250314201457.505660,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),111,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,CACAO,3220401,
223,ANU-GRAL_C02010,CM GRANOLA ALMENDRAS 260 GRS ESP20250314201458.754877,ML-MLC2967399930,53,description_fuzzy,medium,Fuzzy match: Granola Almendras 260g → Granola Grana Low Carb Almendras Y Semillas (87%),98,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,5054107,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/5054107/images/small_thumb_GRANOLA_ALMENDRAS_PNG_FONDO_BLANCO_CUADRADA.png?X-Amz-Expires=3600&X-Amz-Date=20251020T223533Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=703b73665057c74a53b2ce9bf6083ae949a0fe930d11c75c6ea669fae5cded8f
219,ANU-EMPORIO_GRAberries260,Granola Berries 260 grs20250314201500.342481,ML-MLC2978641268,41,description_fuzzy,medium,"Fuzzy match: Granola Berries 260g → Granola Grana Low Carb Berries Y Semillas, Vegana, Sin Aceit (86%)",6,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4031370,
50,CRSM_C00810,,CRSM_U25010,284,caja_master,high,,1,,,,,False,False,False,2025-10-21 17:33:30.003158,2025-11-06 15:28:03.458845,,6544943,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/6544943/images/small_thumb_captura_de_pantalla_2025-03-21_a_la_s__2.41.17_p._m..png?X-Amz-Expires=3600&X-Amz-Date=20251020T223343Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=4a6bc2ba8ecb4541fb3c7469676dc85a415d9c7149cca779f368fa5889fcf33e
54,CRSM_C01410,,CRSM_U13510,287,caja_fuzzy,medium,,1,,,,,False,False,False,2025-10-21 17:33:30.003158,2025-11-06 15:28:11.055922,,6533351,
53,CRRO_C01410,,CRRO_U13510,289,caja_fuzzy,medium,,1,,,,,False,False,False,2025-10-21 17:33:30.003158,2025-11-06 15:28:13.386135,,6533352,
336,D-D-942609,DESPACHO,,,no_match,none,,26,,,,,True,False,False,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4832816,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4832816/images/small_thumb_captura_de_pantalla_2025-03-25_a_la_s__10.07.00_a.m..png?X-Amz-Expires=3600&X-Amz-Date=20251020T220856Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=b945c9cbcffb267284a2d65042ebcc09aa03c887fafd061062a3438b879d0c59
232,ANU-GRCA_C02010,CM GRANOLA CACAO 260 GRS ESP20250314201458.817110,MLC2930070644,116,description_fuzzy,medium,Fuzzy match: Granola Cacao 260g → Granola Grana Cacao 260 G Bolsa Semillas (84%),95,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,5054306,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/5054306/images/small_thumb_GRANOLA_CACAO_JPG_CUADRADA.jpg?X-Amz-Expires=3600&X-Amz-Date=20251020T223530Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=f81d495ffb06d629195eca3300a85dbf8d39dcd7bc85c9ae0ab6ff14eb0570e6
74,ANU-27804649590031,CEREAL DE SEMILLA/BERRIES GRANA 26020250314201458.168484,MLC1630337051,111,description_fuzzy,high,Fuzzy match: Berries → Barra Cereal Grana Sour Berries 5 Un (100%),94,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,1831547,
69,ANU-17804649590027,CEREAL DE SEMILLA/CHOCOLATE GRANA20250314201458.179583,MLC2929973548,104,description_fuzzy,high,Fuzzy match: Chocolate → Barras Keto Chocolate Nuez Grana Vegana 35 Gr - 16 Un (100%),83,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,1831551,
127,ANU-BAKC_U04010,Barra Keto Nuez Granel20250314201456.597405,BAKC_U04010,13,description_fuzzy,high,Fuzzy match: Barra Nuez → Barra Keto Nuez - 1 unidad (100%),80,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,6533403,
106,ANU-B-C5-436138,Barrita Keto Cacao-Nuts20250314201457.088938,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),75,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,2348169,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/2348169/images/small_thumb_CAJA-KETO-1080-copia.png?X-Amz-Expires=3600&X-Amz-Date=20251020T230307Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=62a854cdb7b3939a00b1df8f02ab3ad3c6da8a47b188607c48632441323204b6
117,ANU-BACM_U04010,Barra Cacao Maní Granel20250314201456.545572,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Barra Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),75,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,6533346,
107,ANU-B-C5-57779,Barrita Low Carb Cacao-Maní20250314201457.233147,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),71,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,2348155,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/2348155/images/small_thumb_Caja-barrita-Cacao-.png?X-Amz-Expires=3600&X-Amz-Date=20251021T002517Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251021/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=3cd508616498348f6a0e427dd97d31a839c5d8bdb9365d56b8e929af10332bee
124,ANU-BAKC_C02810,Caja Master Barra Keto Nuez x 520250314201457.678120,BAKC_U04010,13,description_fuzzy,high,Fuzzy match: Barra Nuez → Barra Keto Nuez - 1 unidad (100%),58,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,6533398,
228,ANU-GRBE_C02010,CM GRANOLA BERRIES 260 GRS ESP20250314201458.785519,ML-MLC2978641268,41,description_fuzzy,medium,"Fuzzy match: Granola Berries 260g → Granola Grana Low Carb Berries Y Semillas, Vegana, Sin Aceit (86%)",53,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,5054331,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/5054331/images/small_thumb_GRANOLA_BERRIES_JPG_CUADRADA.jpg?X-Amz-Expires=3600&X-Amz-Date=20251020T223542Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=d65eceecc99482af30dbc1e3f5288732ff792006199035e441a9ae6a9133b1fe
134,ANU-BAMC_C02810,Caja Master Barra Low Carb Manzana Canela x 520250314201457.701142,MLC1630337051,111,description_fuzzy,high,Fuzzy match: Barra → Barra Cereal Grana Sour Berries 5 Un (100%),52,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,6533397,
67,ANU-1102808234,GRANA BERRIES20250314201500.097257,MLC1630337051,111,description_fuzzy,high,Fuzzy match: Berries → Barra Cereal Grana Sour Berries 5 Un (100%),52,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,1286599,
65,ANU-10658325395256,BARRA KETO CACAO20250314201456.554227,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),47,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,28 Display de barritas de 5 unidades sabor Keto Cacao,3507536,
133,ANU-BAKC_U64010_WEB,BARRA KETO NUEZ X1620250316110350.610883,BAKC_U04010,13,description_fuzzy,high,Fuzzy match: Barra Nuez → Barra Keto Nuez - 1 unidad (100%),46,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,"WEB
",4930879,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4930879/images/small_thumb_barrito-keto_a39b8ac2-1180-498b-9c48-98aa6599b410.png?X-Amz-Expires=3600&X-Amz-Date=20251020T224441Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=bb5c2c6fe06889cc0b840a013b6ed686bd866ec68f33980fbbea30de80bce7b5
175,ANU-CRSM_U13510_WEB,CRACKERS KETO SAL DE MAR 135 GRS20250316113647.141302,CRSM_U25010,56,description_fuzzy,medium,Fuzzy match: Crackers Sal de Mar 135g → Crackers Keto Sal de Mar (88%),44,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,"WEB
",4930889,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4930889/images/small_thumb_crackers-sal-de-mar-grana.png?X-Amz-Expires=3600&X-Amz-Date=20251020T224441Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=17a6525c24ab1242d5ae070bed476b8049c3259b6fc5ba1378f9a5b2263ae2a7
262,ANU-O-CD-478774-1,Mantequilla de maní20250314201500.847176,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Maní → Barra Low Carb Cacao Maní - 1 unidad (100%),42,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,1416979,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/1416979/images/small_thumb_mant-mani-1080.png?X-Amz-Expires=3600&X-Amz-Date=20251021T002630Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251021/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=ffc0c4e61015d69847e59ea7bbc3576f935bc86c5c9e6b684f4d1d6510d548a1
255,ANU-LAN_BAcacao1ud,Barrita Cacao 1 ud20250314201456.903832,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),41,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4039879,
59,A-A-427440,ALIANZA,,,no_match,none,,1,,,,,False,False,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,6557887,
111,ANU-B-D5-954112,Display 5 Barritas Cacao20250314201459.375386,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),38,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,2291667,
222,ANU-EMPORIO_GRAketo210,Granola Keto 210 grs20250314201500.620805,GRA-250-001,2,description_fuzzy,high,Fuzzy match: Granola 210g → Granola 250g (92%),7,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4031379,
183,ANU-DIRECTO_BAcacao5ud,Cacao Display 5 uds20250314201457.657261,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),37,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4021912,
155,ANU-C-P3-767977,Pack 3 Berries20250314201501.988950,MLC1630337051,111,description_fuzzy,high,Fuzzy match: Berries → Barra Cereal Grana Sour Berries 5 Un (100%),36,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,1311409,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/1311409/images/small_thumb_pack_grana03.jpg?X-Amz-Expires=3600&X-Amz-Date=20251021T002956Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251021/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=6f3acb0e1d992d9174175dd609c9ccbc6700c30e78739ed152dc374ffdbfdd23
64,ANU-10658325395232,BARRA MANZANA CANELA20250314201456.872467,MLC1630337051,111,description_fuzzy,high,Fuzzy match: Barra → Barra Cereal Grana Sour Berries 5 Un (100%),36,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,28 Display de barritas de 5 unidades sabor Manzana Canela,3507522,
344,O-D-745640,Diferencia,,,no_match,none,,4,,,,,True,False,False,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,Factura 3263 (Granola Keto 1KG) ,7280338,
123,ANU-BACM_U64010_WEB,BARRA LOW CARB CACAO MANÍ X1620250316110414.068261,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Barra Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),35,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,"WEB
",4930842,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4930842/images/small_thumb_barrita-cacao_ccfda24b-ca3b-45c9-80c1-cc69c6ac812d.png?X-Amz-Expires=3600&X-Amz-Date=20251020T224441Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=9c23086fc189374592297f5cd0bad8771181ea9f741b851057f13d9c696befe2
100,ANU-B-BC-571036,Barrita Cacao Display 16 uds20250314201456.944515,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),33,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,2855534,
172,ANU-CRSM_C01010,Caja Master Cracker Sal de Mar 135 grs 10 uds20250314201457.798921,CRSM_U25010,56,description_fuzzy,medium,Fuzzy match: Crackers Sal de Mar 135g → Crackers Keto Sal de Mar (88%),33,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,6533341,
250,ANU-JUMBO_GRAcacao260x20,Granola Cacao 260 grs20250314201500.489637,MLC2929973548,104,description_fuzzy,high,Fuzzy match: Chocolate → Barras Keto Chocolate Nuez Grana Vegana 35 Gr - 16 Un (100%),32,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,"CEREAL DE SEMILLA/CHOCOLATE GRANA 260
",4059771,
251,ANU-JUMBO_GRAclásica260x20,Granola Clásica 260 grs20250314201500.530067,GRA-250-001,2,description_fuzzy,high,Fuzzy match: Granola 260g → Granola 250g (92%),32,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,"CEREAL DE SEMILLA/ALMENDRA GRANA 260
",4059769,
249,ANU-JUMBO_GRAberries260x20,Berries 260 grs20250314201457.532603,MLC1630337051,111,description_fuzzy,high,Fuzzy match: Berries → Barra Cereal Grana Sour Berries 5 Un (100%),31,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,"CEREAL DE SEMILLA/BERRIES GRANA 260
",4059773,
131,ANU-BAKC_U20010_WEB,BARRA KETO NUEZ X520250316110354.974721,BAKC_U04010,13,description_fuzzy,high,Fuzzy match: Barra Nuez → Barra Keto Nuez - 1 unidad (100%),31,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,"WEB
",4930841,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4930841/images/small_thumb_Cajabarritaketoconselloketo.png?X-Amz-Expires=3600&X-Amz-Date=20251020T224441Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=e2b7e37dc1fe4c2687479a72295a412252b46dc3e6ec27c3c87c05bb223c722f
170,ANU-CRRO_U13510_WEB,CRACKERS KETO ROMERO 135 GRS20250316113640.016857,MLC2933751572,115,description_fuzzy,high,Fuzzy match: Crackers Romero 135g → Galletas Crackers Grana Keto Sabor Romero 135g Vegana (100%),30,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,"WEB
",4930905,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4930905/images/small_thumb_crackers-romero-grana.png?X-Amz-Expires=3600&X-Amz-Date=20251020T224441Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=d93d8ae3ad311a4f5019dcd64d7b421709bb4f897a0d2e1e92bbbde3886418b1
162,ANU-CRCU_C01010,Caja Master Crackers Cúrcuma 135 grs 10 uds20250314201457.811189,ML-MLC2930200766,40,description_fuzzy,high,Fuzzy match: Crackers 135g → Galletas Crackers Grana Keto Sabor Ajo Albahaca 135g Vegana (100%),30,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,6533342,
167,ANU-CRRO_C01010,Caja Master Crackers Romero 135 grs 10 uds20250314201457.894810,MLC2933751572,115,description_fuzzy,high,Fuzzy match: Crackers Romero 135g → Galletas Crackers Grana Keto Sabor Romero 135g Vegana (100%),28,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,6533343,
304,ANU-WALMART_BAketo5ud,Barrita Keto Display 5 uds20250314201457.201701,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),28,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,28 Display de barritas de 5 unidades sabor Keto Cacao,4059242,
60,ANU-001GR-KET-WB,Granola Keto Cacao20250314201500.650996,MLC2930070644,116,description_fuzzy,high,Fuzzy match: Granola Cacao → Granola Grana Cacao 260 G Bolsa Semillas (100%),27,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,3491923,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/3491923/images/small_thumb_packaging_keto_baja.jpg?X-Amz-Expires=3600&X-Amz-Date=20251020T225510Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=60355b784c995e64a38e35bfb0b0afcac6364f6742fc5bb4edb3424d1d81f325
151,ANU-C-P3-299827,Pack 3 Cacao20250314201502.006026,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),26,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,1311405,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/1311405/images/small_thumb_pack_grana04.jpg?X-Amz-Expires=3600&X-Amz-Date=20251021T003007Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251021/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=0c2f134674a0189e15c2c5b7bdb734342f30fe7f5e0cf155edb58e166443e1ef
