id,product_id,order_id,movement_type,quantity,stock_before,stock_after,reason,created_by,created_at
2747,31,975,sale,-1,,137,,,2025-10-12 13:00:03.810290
2748,36,976,sale,-2,,-361,,,2025-10-12 13:00:03.810290
2749,36,977,sale,-1,,-362,,,2025-10-12 13:00:03.810290
2750,7,978,sale,-1,,102,,,2025-10-12 13:00:03.810290
2751,36,978,sale,-1,,-363,,,2025-10-12 13:00:03.810290
2752,30,979,sale,-1,,171,,,2025-10-12 13:00:03.810290
2753,36,979,sale,-1,,-364,,,2025-10-12 13:00:03.810290
2754,20,979,sale,-1,,315,,,2025-10-12 13:00:03.810290
2755,9,979,sale,-2,,267,,,2025-10-12 13:00:03.810290
2756,12,979,sale,-2,,126,,,2025-10-12 13:00:03.810290
2757,8,980,sale,-1,,155,,,2025-10-12 13:00:03.810290
2758,7,980,sale,-1,,101,,,2025-10-12 13:00:03.810290
2759,31,980,sale,-1,,136,,,2025-10-12 13:00:03.810290
2760,12,980,sale,-1,,125,,,2025-10-12 13:00:03.810290
2761,20,980,sale,-1,,314,,,2025-10-12 13:00:03.810290
2762,28,980,sale,-2,,21,,,2025-10-12 13:00:03.810290
2763,36,981,sale,-1,,-365,,,2025-10-12 13:00:03.810290
2764,36,982,sale,-1,,-366,,,2025-10-12 13:00:03.810290
2765,12,982,sale,-2,,123,,,2025-10-12 13:00:03.810290
2766,24,982,sale,-1,,92,,,2025-10-12 13:00:03.810290
2767,28,982,sale,-1,,20,,,2025-10-12 13:00:03.810290
2768,27,982,sale,-1,,353,,,2025-10-12 13:00:03.810290
2769,21,983,sale,-2,,484,,,2025-10-12 13:00:03.810290
2770,32,983,sale,-2,,45,,,2025-10-12 13:00:03.810290
2771,10,983,sale,-2,,420,,,2025-10-12 13:00:03.810290
2772,13,983,sale,-2,,357,,,2025-10-12 13:00:03.810290
2773,23,984,sale,-1,,128,,,2025-10-12 13:00:03.810290
2774,7,984,sale,-1,,100,,,2025-10-12 13:00:03.810290
2775,31,984,sale,-1,,135,,,2025-10-12 13:00:03.810290
2776,12,984,sale,-1,,122,,,2025-10-12 13:00:03.810290
2777,36,985,sale,-3,,-369,,,2025-10-12 13:00:03.810290
2778,13,986,sale,-2,,355,,,2025-10-12 13:00:03.810290
2779,24,986,sale,-1,,91,,,2025-10-12 13:00:03.810290
2780,21,986,sale,-7,,477,,,2025-10-12 13:00:03.810290
2781,32,986,sale,-7,,38,,,2025-10-12 13:00:03.810290
2782,12,986,sale,-1,,121,,,2025-10-12 13:00:03.810290
2783,33,986,sale,-8,,-1159,,,2025-10-12 13:00:03.810290
2784,24,987,sale,-1,,90,,,2025-10-12 13:00:03.810290
2785,33,987,sale,-6,,-1165,,,2025-10-12 13:00:03.810290
2786,33,988,sale,-14,,-1179,,,2025-10-12 13:00:03.810290
2787,12,989,sale,-8,,113,,,2025-10-12 13:00:03.810290
2788,24,990,sale,-1,,89,,,2025-10-12 13:00:03.810290
2789,20,990,sale,-2,,312,,,2025-10-12 13:00:03.810290
2790,33,990,sale,-6,,-1185,,,2025-10-12 13:00:03.810290
2791,32,991,sale,-40,,-2,,,2025-10-12 13:00:03.810290
2792,11,992,sale,-1,,52,,,2025-10-12 13:00:03.810290
2793,14,992,sale,-1,,-14,,,2025-10-12 13:00:03.810290
2794,33,993,sale,-30,,-1215,,,2025-10-12 13:00:03.810290
2795,33,994,sale,-20,,-1235,,,2025-10-12 13:00:03.810290
2796,23,995,sale,-3,,125,,,2025-10-12 13:00:03.810290
2797,12,996,sale,-1,,112,,,2025-10-12 13:00:03.810290
2798,31,996,sale,-3,,132,,,2025-10-12 13:00:03.810290
2799,9,996,sale,-2,,265,,,2025-10-12 13:00:03.810290
2800,20,996,sale,-3,,309,,,2025-10-12 13:00:03.810290
2801,19,997,sale,-1,,-72,,,2025-10-12 13:00:03.810290
2802,33,997,sale,-4,,-1239,,,2025-10-12 13:00:03.810290
2803,27,997,sale,-1,,352,,,2025-10-12 13:00:03.810290
2804,12,997,sale,-1,,111,,,2025-10-12 13:00:03.810290
2805,9,997,sale,-1,,264,,,2025-10-12 13:00:03.810290
2806,20,998,sale,-1,,308,,,2025-10-12 13:00:03.810290
2807,31,998,sale,-1,,131,,,2025-10-12 13:00:03.810290
2808,8,998,sale,-3,,152,,,2025-10-12 13:00:03.810290
2809,7,998,sale,-3,,97,,,2025-10-12 13:00:03.810290
2810,21,999,sale,-1,,476,,,2025-10-12 13:00:03.810290
2811,10,999,sale,-2,,418,,,2025-10-12 13:00:03.810290
2812,13,999,sale,-2,,353,,,2025-10-12 13:00:03.810290
2813,32,999,sale,-2,,-4,,,2025-10-12 13:00:03.810290
2814,33,1000,sale,-15,,-1254,,,2025-10-12 13:00:03.810290
2815,27,1000,sale,-1,,351,,,2025-10-12 13:00:03.810290
2816,26,1000,sale,-1,,129,,,2025-10-12 13:00:03.810290
2817,14,1000,sale,-1,,-15,,,2025-10-12 13:00:03.810290
2818,12,1001,sale,-1,,110,,,2025-10-12 13:00:03.810290
2819,30,1001,sale,-1,,170,,,2025-10-12 13:00:03.810290
2820,26,1001,sale,-1,,128,,,2025-10-12 13:00:03.810290
2821,33,1001,sale,-5,,-1259,,,2025-10-12 13:00:03.810290
2822,33,1002,sale,-30,,-1289,,,2025-10-12 13:00:03.810290
2823,23,1003,sale,-1,,124,,,2025-10-12 13:00:03.810290
2824,24,1003,sale,-1,,88,,,2025-10-12 13:00:03.810290
2825,28,1003,sale,-2,,18,,,2025-10-12 13:00:03.810290
2826,33,1003,sale,-10,,-1299,,,2025-10-12 13:00:03.810290
2827,24,1004,sale,-1,,87,,,2025-10-12 13:00:03.810290
2828,19,1004,sale,-1,,-73,,,2025-10-12 13:00:03.810290
2829,12,1004,sale,-1,,109,,,2025-10-12 13:00:03.810290
2830,33,1004,sale,-6,,-1305,,,2025-10-12 13:00:03.810290
2831,23,1005,sale,-1,,123,,,2025-10-12 13:00:03.810290
2832,19,1005,sale,-2,,-75,,,2025-10-12 13:00:03.810290
2833,8,1005,sale,-3,,149,,,2025-10-12 13:00:03.810290
2834,7,1005,sale,-3,,94,,,2025-10-12 13:00:03.810290
2835,31,1006,sale,-1,,130,,,2025-10-12 13:00:03.810290
2836,33,1006,sale,-1,,-1306,,,2025-10-12 13:00:03.810290
2837,24,1006,sale,-1,,86,,,2025-10-12 13:00:03.810290
2838,28,1006,sale,-1,,17,,,2025-10-12 13:00:03.810290
2839,19,1006,sale,-1,,-76,,,2025-10-12 13:00:03.810290
2840,7,1006,sale,-1,,93,,,2025-10-12 13:00:03.810290
2841,8,1006,sale,-1,,148,,,2025-10-12 13:00:03.810290
2842,26,1007,sale,-1,,127,,,2025-10-12 13:00:03.810290
2843,20,1007,sale,-1,,307,,,2025-10-12 13:00:03.810290
2844,31,1007,sale,-2,,128,,,2025-10-12 13:00:03.810290
2845,27,1008,sale,-1,,350,,,2025-10-12 13:00:03.810290
2846,12,1008,sale,-1,,108,,,2025-10-12 13:00:03.810290
2847,30,1008,sale,-1,,169,,,2025-10-12 13:00:03.810290
2848,14,1009,sale,-3,,-18,,,2025-10-12 13:00:03.810290
2849,7,1010,sale,-2,,91,,,2025-10-12 13:00:03.810290
2850,20,1011,sale,-1,,306,,,2025-10-12 13:00:03.810290
2851,33,1011,sale,-4,,-1310,,,2025-10-12 13:00:03.810290
2852,14,1011,sale,-1,,-19,,,2025-10-12 13:00:03.810290
2853,28,1011,sale,-1,,16,,,2025-10-12 13:00:03.810290
2854,30,1011,sale,-1,,168,,,2025-10-12 13:00:03.810290
2855,27,1011,sale,-1,,349,,,2025-10-12 13:00:03.810290
2856,33,1012,sale,-6,,-1316,,,2025-10-12 13:00:03.810290
2857,19,1012,sale,-2,,-78,,,2025-10-12 13:00:03.810290
2858,14,1012,sale,-1,,-20,,,2025-10-12 13:00:03.810290
2859,31,1013,sale,-1,,127,,,2025-10-12 13:00:03.810290
2860,12,1013,sale,-1,,107,,,2025-10-12 13:00:03.810290
2861,33,1013,sale,-8,,-1324,,,2025-10-12 13:00:03.810290
2862,22,1014,sale,-1,,70,,,2025-10-12 13:00:03.810290
2863,31,1014,sale,-3,,124,,,2025-10-12 13:00:03.810290
2864,11,1014,sale,-1,,51,,,2025-10-12 13:00:03.810290
2865,14,1014,sale,-1,,-21,,,2025-10-12 13:00:03.810290
2866,14,1015,sale,-1,,-22,,,2025-10-12 13:00:03.810290
2867,33,1015,sale,-1,,-1325,,,2025-10-12 13:00:03.810290
2868,26,1015,sale,-1,,126,,,2025-10-12 13:00:03.810290
2869,27,1015,sale,-1,,348,,,2025-10-12 13:00:03.810290
2870,30,1015,sale,-1,,167,,,2025-10-12 13:00:03.810290
2871,20,1015,sale,-1,,305,,,2025-10-12 13:00:03.810290
2872,31,1015,sale,-1,,123,,,2025-10-12 13:00:03.810290
2873,9,1016,sale,-1,,263,,,2025-10-12 13:00:03.810290
2874,27,1016,sale,-1,,347,,,2025-10-12 13:00:03.810290
2875,30,1016,sale,-2,,165,,,2025-10-12 13:00:03.810290
2876,28,1016,sale,-1,,15,,,2025-10-12 13:00:03.810290
2877,20,1016,sale,-2,,303,,,2025-10-12 13:00:03.810290
2878,33,1016,sale,-7,,-1332,,,2025-10-12 13:00:03.810290
2879,33,1017,sale,-3,,-1335,,,2025-10-12 13:00:03.810290
2880,30,1017,sale,-1,,164,,,2025-10-12 13:00:03.810290
2881,27,1017,sale,-1,,346,,,2025-10-12 13:00:03.810290
2882,28,1017,sale,-1,,14,,,2025-10-12 13:00:03.810290
2883,26,1017,sale,-2,,124,,,2025-10-12 13:00:03.810290
2884,12,1017,sale,-1,,106,,,2025-10-12 13:00:03.810290
2885,9,1017,sale,-1,,262,,,2025-10-12 13:00:03.810290
2886,20,1017,sale,-1,,302,,,2025-10-12 13:00:03.810290
2887,11,1018,sale,-2,,49,,,2025-10-12 13:00:03.810290
2888,33,1019,sale,-4,,-1339,,,2025-10-12 13:00:03.810290
2889,28,1019,sale,-1,,13,,,2025-10-12 13:00:03.810290
2890,9,1019,sale,-2,,260,,,2025-10-12 13:00:03.810290
2891,9,1020,sale,-1,,259,,,2025-10-12 13:00:03.810290
2892,8,1020,sale,-1,,147,,,2025-10-12 13:00:03.810290
2893,7,1021,sale,-1,,90,,,2025-10-12 13:00:03.810290
2894,28,1021,sale,-1,,12,,,2025-10-12 13:00:03.810290
2895,20,1021,sale,-1,,301,,,2025-10-12 13:00:03.810290
2896,8,1021,sale,-1,,146,,,2025-10-12 13:00:03.810290
2897,27,1022,sale,-1,,345,,,2025-10-12 13:00:03.810290
2898,30,1022,sale,-2,,162,,,2025-10-12 13:00:03.810290
2899,20,1022,sale,-1,,300,,,2025-10-12 13:00:03.810290
2900,33,1022,sale,-6,,-1345,,,2025-10-12 13:00:03.810290
2901,12,1022,sale,-2,,104,,,2025-10-12 13:00:03.810290
2902,9,1022,sale,-1,,258,,,2025-10-12 13:00:03.810290
2903,9,1023,sale,-1,,257,,,2025-10-12 13:00:03.810290
2904,31,1023,sale,-1,,122,,,2025-10-12 13:00:03.810290
2905,22,1023,sale,-1,,69,,,2025-10-12 13:00:03.810290
2906,14,1023,sale,-1,,-23,,,2025-10-12 13:00:03.810290
2907,24,1024,sale,-1,,85,,,2025-10-12 13:00:03.810290
2908,9,1024,sale,-1,,256,,,2025-10-12 13:00:03.810290
2909,31,1024,sale,-1,,121,,,2025-10-12 13:00:03.810290
2910,33,1024,sale,-10,,-1355,,,2025-10-12 13:00:03.810290
2911,31,1025,sale,-1,,120,,,2025-10-12 13:00:03.810290
2912,20,1025,sale,-1,,299,,,2025-10-12 13:00:03.810290
2913,9,1025,sale,-1,,255,,,2025-10-12 13:00:03.810290
2914,33,1025,sale,-2,,-1357,,,2025-10-12 13:00:03.810290
2915,12,1025,sale,-1,,103,,,2025-10-12 13:00:03.810290
2916,31,1026,sale,-1,,119,,,2025-10-12 13:00:03.810290
2917,27,1027,sale,-1,,344,,,2025-10-12 13:00:03.810290
2918,7,1027,sale,-1,,89,,,2025-10-12 13:00:03.810290
2919,30,1027,sale,-1,,161,,,2025-10-12 13:00:03.810290
2920,33,1027,sale,-20,,-1377,,,2025-10-12 13:00:03.810290
2921,24,1028,sale,-1,,84,,,2025-10-12 13:00:03.810290
2922,30,1028,sale,-1,,160,,,2025-10-12 13:00:03.810290
2923,28,1028,sale,-1,,11,,,2025-10-12 13:00:03.810290
2924,27,1028,sale,-1,,343,,,2025-10-12 13:00:03.810290
2925,33,1029,sale,-5,,-1382,,,2025-10-12 13:00:03.810290
2926,19,1029,sale,-1,,-79,,,2025-10-12 13:00:03.810290
2927,28,1029,sale,-1,,10,,,2025-10-12 13:00:03.810290
2928,30,1029,sale,-1,,159,,,2025-10-12 13:00:03.810290
2929,20,1029,sale,-1,,298,,,2025-10-12 13:00:03.810290
2930,9,1029,sale,-1,,254,,,2025-10-12 13:00:03.810290
2931,31,1029,sale,-1,,118,,,2025-10-12 13:00:03.810290
2932,12,1029,sale,-1,,102,,,2025-10-12 13:00:03.810290
2933,31,1030,sale,-1,,117,,,2025-10-12 13:00:03.810290
2934,20,1030,sale,-1,,297,,,2025-10-12 13:00:03.810290
2935,31,1031,sale,-2,,115,,,2025-10-12 13:00:03.810290
2936,11,1031,sale,-1,,48,,,2025-10-12 13:00:03.810290
2937,14,1031,sale,-1,,-24,,,2025-10-12 13:00:03.810290
2938,33,1032,sale,-10,,-1392,,,2025-10-12 13:00:03.810290
2939,36,1032,sale,-3,,-372,,,2025-10-12 13:00:03.810290
2940,14,1033,sale,-1,,-25,,,2025-10-12 13:00:03.810290
2941,36,1033,sale,-2,,-374,,,2025-10-12 13:00:03.810290
2942,10,1034,sale,-3,,415,,,2025-10-12 13:00:03.810290
2943,13,1034,sale,-2,,351,,,2025-10-12 13:00:03.810290
2944,33,1034,sale,-7,,-1399,,,2025-10-12 13:00:03.810290
2945,33,1035,sale,-10,,-1409,,,2025-10-12 13:00:03.810290
2946,24,1035,sale,-1,,83,,,2025-10-12 13:00:03.810290
2947,28,1035,sale,-1,,9,,,2025-10-12 13:00:03.810290
2948,31,1036,sale,-2,,113,,,2025-10-12 13:00:03.810290
2949,12,1036,sale,-1,,101,,,2025-10-12 13:00:03.810290
2950,30,1036,sale,-1,,158,,,2025-10-12 13:00:03.810290
2951,27,1036,sale,-1,,342,,,2025-10-12 13:00:03.810290
2952,24,1037,sale,-1,,82,,,2025-10-12 13:00:03.810290
2953,19,1037,sale,-1,,-80,,,2025-10-12 13:00:03.810290
2954,33,1037,sale,-10,,-1419,,,2025-10-12 13:00:03.810290
2955,24,1038,sale,-1,,81,,,2025-10-12 13:00:03.810290
2956,13,1038,sale,-4,,347,,,2025-10-12 13:00:03.810290
2957,20,1038,sale,-5,,292,,,2025-10-12 13:00:03.810290
2958,10,1038,sale,-6,,409,,,2025-10-12 13:00:03.810290
2959,32,1038,sale,-6,,-10,,,2025-10-12 13:00:03.810290
2960,33,1039,sale,-5,,-1424,,,2025-10-12 13:00:03.810290
2961,20,1039,sale,-1,,291,,,2025-10-12 13:00:03.810290
2962,9,1039,sale,-1,,253,,,2025-10-12 13:00:03.810290
2963,12,1039,sale,-1,,100,,,2025-10-12 13:00:03.810290
2964,31,1039,sale,-1,,112,,,2025-10-12 13:00:03.810290
2965,20,1040,sale,-1,,290,,,2025-10-12 13:00:03.810290
2966,24,1040,sale,-1,,80,,,2025-10-12 13:00:03.810290
2967,12,1040,sale,-1,,99,,,2025-10-12 13:00:03.810290
2968,33,1041,sale,-8,,-1432,,,2025-10-12 13:00:03.810290
2969,20,1042,sale,-1,,289,,,2025-10-12 13:00:03.810290
2970,24,1042,sale,-1,,79,,,2025-10-12 13:00:03.810290
2971,12,1042,sale,-1,,98,,,2025-10-12 13:00:03.810290
2972,33,1043,sale,-2,,-1434,,,2025-10-12 13:00:03.810290
2973,12,1043,sale,-1,,97,,,2025-10-12 13:00:03.810290
2974,24,1043,sale,-1,,78,,,2025-10-12 13:00:03.810290
2975,23,1044,sale,-1,,122,,,2025-10-12 13:00:03.810290
2976,31,1044,sale,-1,,111,,,2025-10-12 13:00:03.810290
2977,9,1044,sale,-2,,251,,,2025-10-12 13:00:03.810290
2978,12,1044,sale,-1,,96,,,2025-10-12 13:00:03.810290
2979,33,1045,sale,-10,,-1444,,,2025-10-12 13:00:03.810290
2980,36,1046,sale,-4,,-378,,,2025-10-12 13:00:03.810290
2981,27,1047,sale,-1,,341,,,2025-10-12 13:00:03.810290
2982,26,1047,sale,-1,,123,,,2025-10-12 13:00:03.810290
2983,28,1047,sale,-1,,8,,,2025-10-12 13:00:03.810290
2984,30,1047,sale,-1,,157,,,2025-10-12 13:00:03.810290
2985,33,1048,sale,-4,,-1448,,,2025-10-12 13:00:03.810290
2986,31,1048,sale,-1,,110,,,2025-10-12 13:00:03.810290
2987,28,1048,sale,-4,,4,,,2025-10-12 13:00:03.810290
2988,27,1048,sale,-4,,337,,,2025-10-12 13:00:03.810290
2989,24,1049,sale,-1,,77,,,2025-10-12 13:00:03.810290
2990,28,1049,sale,-1,,3,,,2025-10-12 13:00:03.810290
2991,27,1049,sale,-1,,336,,,2025-10-12 13:00:03.810290
2992,30,1049,sale,-1,,156,,,2025-10-12 13:00:03.810290
2993,23,1049,sale,-1,,121,,,2025-10-12 13:00:03.810290
2994,7,1049,sale,-1,,88,,,2025-10-12 13:00:03.810290
2995,36,1049,sale,-1,,-379,,,2025-10-12 13:00:03.810290
2996,20,1050,sale,-1,,288,,,2025-10-12 13:00:03.810290
2997,31,1050,sale,-1,,109,,,2025-10-12 13:00:03.810290
2998,12,1050,sale,-1,,95,,,2025-10-12 13:00:03.810290
2999,9,1051,sale,-1,,250,,,2025-10-12 13:00:03.810290
3000,14,1051,sale,-1,,-26,,,2025-10-12 13:00:03.810290
3001,33,1052,sale,-20,,-1468,,,2025-10-12 13:00:03.810290
3002,20,1053,sale,-9,,279,,,2025-10-12 13:00:03.810290
3003,14,1054,sale,-2,,-28,,,2025-10-12 13:00:03.810290
3004,27,1055,sale,-1,,335,,,2025-10-12 13:00:03.810290
3005,12,1055,sale,-1,,94,,,2025-10-12 13:00:03.810290
3006,30,1055,sale,-1,,155,,,2025-10-12 13:00:03.810290
3007,28,1055,sale,-1,,2,,,2025-10-12 13:00:03.810290
3008,33,1055,sale,-4,,-1472,,,2025-10-12 13:00:03.810290
3009,32,1056,sale,-15,,-25,,,2025-10-12 13:00:03.810290
3010,22,1056,sale,-1,,68,,,2025-10-12 13:00:03.810290
3011,36,1056,sale,-4,,-383,,,2025-10-12 13:00:03.810290
3012,8,1057,sale,-4,,142,,,2025-10-12 13:00:03.810290
3013,9,1058,sale,-1,,249,,,2025-10-12 13:00:03.810290
3014,12,1058,sale,-1,,93,,,2025-10-12 13:00:03.810290
3015,36,1058,sale,-1,,-384,,,2025-10-12 13:00:03.810290
3016,14,1059,sale,-1,,-29,,,2025-10-12 13:00:03.810290
3017,26,1059,sale,-1,,122,,,2025-10-12 13:00:03.810290
3018,36,1060,sale,-3,,-387,,,2025-10-12 13:00:03.810290
3019,24,1061,sale,-1,,76,,,2025-10-12 13:00:03.810290
3020,30,1061,sale,-1,,154,,,2025-10-12 13:00:03.810290
3021,28,1061,sale,-1,,1,,,2025-10-12 13:00:03.810290
3022,22,1062,sale,-1,,67,,,2025-10-12 13:00:03.810290
3023,14,1062,sale,-2,,-31,,,2025-10-12 13:00:03.810290
3024,20,1063,sale,-1,,278,,,2025-10-12 13:00:03.810290
3025,31,1063,sale,-1,,108,,,2025-10-12 13:00:03.810290
3026,12,1063,sale,-1,,92,,,2025-10-12 13:00:03.810290
3027,12,1064,sale,-1,,91,,,2025-10-12 13:00:03.810290
3028,31,1064,sale,-1,,107,,,2025-10-12 13:00:03.810290
3029,22,1064,sale,-1,,66,,,2025-10-12 13:00:03.810290
3030,11,1064,sale,-2,,46,,,2025-10-12 13:00:03.810290
3031,36,1064,sale,-2,,-389,,,2025-10-12 13:00:03.810290
3032,7,1065,sale,-1,,87,,,2025-10-12 13:00:03.810290
3033,8,1065,sale,-1,,141,,,2025-10-12 13:00:03.810290
3034,10,1066,sale,-2,,407,,,2025-10-12 13:00:03.810290
3035,36,1066,sale,-2,,-391,,,2025-10-12 13:00:03.810290
3036,20,1067,sale,-1,,277,,,2025-10-12 13:00:03.810290
3037,24,1067,sale,-1,,75,,,2025-10-12 13:00:03.810290
3038,36,1067,sale,-2,,-393,,,2025-10-12 13:00:03.810290
3039,30,1068,sale,-1,,153,,,2025-10-12 13:00:03.810290
3040,12,1068,sale,-1,,90,,,2025-10-12 13:00:03.810290
3041,23,1068,sale,-1,,120,,,2025-10-12 13:00:03.810290
3042,36,1068,sale,-2,,-395,,,2025-10-12 13:00:03.810290
3043,30,1069,sale,-1,,152,,,2025-10-12 13:00:03.810290
3044,27,1069,sale,-2,,333,,,2025-10-12 13:00:03.810290
3045,26,1069,sale,-3,,119,,,2025-10-12 13:00:03.810290
3046,19,1069,sale,-2,,-82,,,2025-10-12 13:00:03.810290
3047,36,1069,sale,-3,,-398,,,2025-10-12 13:00:03.810290
3048,12,1070,sale,-1,,89,,,2025-10-12 13:00:03.810290
3049,33,1070,sale,-1,,-1473,,,2025-10-12 13:00:03.810290
3050,26,1070,sale,-1,,118,,,2025-10-12 13:00:03.810290
3051,28,1070,sale,-1,,0,,,2025-10-12 13:00:03.810290
3052,36,1071,sale,-3,,-401,,,2025-10-12 13:00:03.810290
3053,36,1072,sale,-2,,-403,,,2025-10-12 13:00:03.810290
3054,26,1073,sale,-2,,116,,,2025-10-12 13:00:03.810290
3055,28,1073,sale,-1,,-1,,,2025-10-12 13:00:03.810290
3056,23,1074,sale,-1,,119,,,2025-10-12 13:00:03.810290
3057,22,1074,sale,-2,,64,,,2025-10-12 13:00:03.810290
3058,36,1074,sale,-2,,-405,,,2025-10-12 13:00:03.810290
3059,36,1075,sale,-1,,-406,,,2025-10-12 13:00:03.810290
3060,12,1076,sale,-1,,88,,,2025-10-12 13:00:03.810290
3061,24,1076,sale,-1,,74,,,2025-10-12 13:00:03.810290
3062,19,1076,sale,-1,,-83,,,2025-10-12 13:00:03.810290
3063,14,1076,sale,-1,,-32,,,2025-10-12 13:00:03.810290
3064,33,1077,sale,-1,,-1474,,,2025-10-12 13:00:03.810290
3065,36,1077,sale,-3,,-409,,,2025-10-12 13:00:03.810290
3066,36,1078,sale,-1,,-410,,,2025-10-12 13:00:03.810290
3067,20,1078,sale,-1,,276,,,2025-10-12 13:00:03.810290
3068,36,1079,sale,-1,,-411,,,2025-10-12 13:00:03.810290
3069,22,1079,sale,-1,,63,,,2025-10-12 13:00:03.810290
3070,14,1079,sale,-1,,-33,,,2025-10-12 13:00:03.810290
3071,28,1079,sale,-1,,-2,,,2025-10-12 13:00:03.810290
3072,26,1079,sale,-1,,115,,,2025-10-12 13:00:03.810290
3073,36,1080,sale,-2,,-413,,,2025-10-12 13:00:03.810290
3074,33,1081,sale,-2,,-1476,,,2025-10-12 13:00:03.810290
3075,28,1081,sale,-1,,-3,,,2025-10-12 13:00:03.810290
3076,19,1081,sale,-1,,-84,,,2025-10-12 13:00:03.810290
3077,26,1081,sale,-2,,113,,,2025-10-12 13:00:03.810290
3078,14,1081,sale,-1,,-34,,,2025-10-12 13:00:03.810290
3079,36,1082,sale,-1,,-414,,,2025-10-12 13:00:03.810290
3080,30,1082,sale,-1,,151,,,2025-10-12 13:00:03.810290
3081,26,1082,sale,-1,,112,,,2025-10-12 13:00:03.810290
3082,14,1082,sale,-1,,-35,,,2025-10-12 13:00:03.810290
3083,36,1083,sale,-1,,-415,,,2025-10-12 13:00:03.810290
3084,30,1083,sale,-1,,150,,,2025-10-12 13:00:03.810290
3085,19,1083,sale,-1,,-85,,,2025-10-12 13:00:03.810290
3086,12,1083,sale,-1,,87,,,2025-10-12 13:00:03.810290
3087,13,1084,sale,-1,,346,,,2025-10-12 13:00:03.810290
3088,36,1084,sale,-1,,-416,,,2025-10-12 13:00:03.810290
3089,33,1085,sale,-1,,-1477,,,2025-10-12 13:00:03.810290
3090,36,1085,sale,-3,,-419,,,2025-10-12 13:00:03.810290
3091,9,1086,sale,-1,,248,,,2025-10-12 13:00:03.810290
3092,12,1086,sale,-1,,86,,,2025-10-12 13:00:03.810290
3093,22,1086,sale,-1,,62,,,2025-10-12 13:00:03.810290
3094,36,1087,sale,-4,,-423,,,2025-10-12 13:00:03.810290
3095,36,1088,sale,-3,,-426,,,2025-10-12 13:00:03.810290
3096,14,1089,sale,-2,,-37,,,2025-10-12 13:00:03.810290
3097,36,1090,sale,-2,,-428,,,2025-10-12 13:00:03.810290
3098,37,1090,sale,-1,,-1,,,2025-10-12 13:00:03.810290
3099,36,1091,sale,-2,,-430,,,2025-10-12 13:00:03.810290
3100,36,1092,sale,-2,,-432,,,2025-10-12 13:00:03.810290
3101,12,1093,sale,-1,,85,,,2025-10-12 13:00:03.810290
3102,31,1093,sale,-2,,105,,,2025-10-12 13:00:03.810290
3103,31,1094,sale,-2,,103,,,2025-10-12 13:00:03.810290
3104,11,1094,sale,-2,,44,,,2025-10-12 13:00:03.810290
3105,19,1095,sale,-2,,-87,,,2025-10-12 13:00:03.810290
3106,7,1095,sale,-2,,85,,,2025-10-12 13:00:03.810290
3107,12,1096,sale,-1,,84,,,2025-10-12 13:00:03.810290
3108,30,1096,sale,-2,,148,,,2025-10-12 13:00:03.810290
3109,36,1096,sale,-1,,-433,,,2025-10-12 13:00:03.810290
3110,31,1096,sale,-1,,102,,,2025-10-12 13:00:03.810290
3111,20,1097,sale,-1,,275,,,2025-10-12 13:00:03.810290
3112,23,1097,sale,-1,,118,,,2025-10-12 13:00:03.810290
3113,37,1097,sale,-1,,-2,,,2025-10-12 13:00:03.810290
3114,12,1097,sale,-1,,83,,,2025-10-12 13:00:03.810290
3115,30,1098,sale,-1,,147,,,2025-10-12 13:00:03.810290
3116,27,1098,sale,-1,,332,,,2025-10-12 13:00:03.810290
3117,36,1098,sale,-1,,-434,,,2025-10-12 13:00:03.810290
3118,9,1098,sale,-1,,247,,,2025-10-12 13:00:03.810290
3119,37,1098,sale,-1,,-3,,,2025-10-12 13:00:03.810290
3120,36,1099,sale,-2,,-436,,,2025-10-12 13:00:03.810290
3121,8,1099,sale,-4,,137,,,2025-10-12 13:00:03.810290
3122,9,1100,sale,-1,,246,,,2025-10-12 13:00:03.810290
3123,14,1100,sale,-1,,-38,,,2025-10-12 13:00:03.810290
3124,36,1100,sale,-2,,-438,,,2025-10-12 13:00:03.810290
3125,36,1101,sale,-1,,-439,,,2025-10-12 13:00:03.810290
3126,27,1101,sale,-1,,331,,,2025-10-12 13:00:03.810290
3127,28,1101,sale,-1,,-4,,,2025-10-12 13:00:03.810290
3128,12,1101,sale,-2,,81,,,2025-10-12 13:00:03.810290
3129,19,1101,sale,-1,,-88,,,2025-10-12 13:00:03.810290
3130,37,1102,sale,-1,,-4,,,2025-10-12 13:00:03.810290
3131,36,1103,sale,-1,,-440,,,2025-10-12 13:00:03.810290
3132,28,1104,sale,-2,,-6,,,2025-10-12 13:00:03.810290
3133,27,1104,sale,-3,,328,,,2025-10-12 13:00:03.810290
3134,26,1104,sale,-4,,108,,,2025-10-12 13:00:03.810290
3135,8,1105,sale,-1,,136,,,2025-10-12 13:00:03.810290
3136,7,1105,sale,-1,,84,,,2025-10-12 13:00:03.810290
3137,12,1105,sale,-1,,80,,,2025-10-12 13:00:03.810290
3138,33,1105,sale,-5,,-1482,,,2025-10-12 13:00:03.810290
3139,36,1106,sale,-2,,-442,,,2025-10-12 13:00:03.810290
3140,24,1107,sale,-1,,73,,,2025-10-12 13:00:03.810290
3141,14,1107,sale,-1,,-39,,,2025-10-12 13:00:03.810290
